starting frequency (kHz),final frequency (kHz),minimum frequency (kHz),maximum frequency (kHz),mean frequency (kHz),frequency bandwidth (kHz),syllable duration (msec),total syllable energy (dB),peak syllable amplitude (dB),Clean 
91.31,91.31,91.06,96.92,92.27,5.86,44.8,11.8,-0.25,1
39.06,35.16,39.06,68.12,54.69,29.05,28.8,9.37,-6.19,0
38.82,37.35,38.33,72.51,55.35,34.18,49.6,12.99,-5.65,0
69.34,83.74,59.08,87.89,72,28.81,49.6,13.36,0.91,1
42.48,51.27,37.84,59.57,46.25,21.73,14.4,8.56,-9.27,0
38.33,40.28,38.33,73.97,58.03,35.64,38.4,15.77,-6.13,0
70.31,97.41,66.41,104.49,77.35,38.09,36.8,18.63,6,1
68.12,92.04,67.14,106.69,74.59,39.55,35.2,19.75,4.94,1
97.9,86.43,86.91,105.96,95.26,19.04,28.8,26.75,13.18,1
87.16,85.69,86.18,90.33,81.74,4.15,17.6,12.48,2.41,1
98.39,92.04,92.04,104.49,97.97,12.45,33.6,35.12,22.68,1
92.29,92.29,92.04,98.88,93.76,6.84,27.2,19.42,9.61,1
59.08,86.91,58.35,108.64,90.77,50.29,32,38.79,26.91,1
72.75,67.63,68.12,79.1,73.19,10.99,40,29.06,16.95,1
101.56,98.14,94.97,104.49,100.14,9.52,22.4,32.9,21.57,1
87.89,85.45,84.96,94.97,87.81,10.01,35.2,29.78,17.88,1
67.14,98.88,63.23,104.49,82.88,41.26,33.6,38.96,27.85,1
63.96,79.83,61.04,85.69,72.31,24.66,46.4,18.04,9.47,1
85.69,82.76,82.76,94.24,86.47,11.47,27.2,32.86,20.73,1
68.36,104.25,65.67,104.49,71.15,38.82,43.2,30.32,17.22,1
42.48,45.17,42.48,73.49,53.45,31.01,28.8,11.91,-6.87,0
70.56,82.28,65.43,90.09,72.73,24.66,67.2,37.76,22.08,1
73.49,70.07,70.07,79.59,73.62,9.52,24,39.05,26.84,1
66.41,91.06,57.86,109.38,74.68,51.51,41.6,37.11,28.23,1
71.78,66.89,67.63,76.66,71.15,9.03,32,30.59,17.97,1
92.04,83.5,83.5,109.62,90.06,26.12,27.2,35.31,22.32,1
72.51,66.89,66.89,81.54,73.65,14.65,44.8,44.2,29.15,1
82.28,82.76,81.54,89.36,84.35,7.81,20.8,29.18,19.07,1
71.04,101.07,66.89,104.49,75.63,37.6,57.6,36.03,22.82,1
74.71,38.09,37.35,84.23,70.9,46.88,72,45.01,29.39,1
71.04,89.84,62.5,103.03,75.88,40.53,56,39.45,25.22,1
74.46,70.56,69.34,75.68,72.21,6.35,22.4,15.07,5.65,1
70.07,62.5,62.5,85.69,74.17,23.19,96,44.8,30.07,1
70.07,69.34,68.85,79.83,72.65,10.99,22.4,33.82,22.74,1
66.89,82.28,59.57,94.97,71.84,35.4,54.4,43.7,28.48,1
73.24,68.85,67.63,81.05,73.2,13.43,30.4,39.81,26.93,1
67.63,94.97,63.23,104.49,73.28,41.26,48,43.47,28.21,1
68.85,85.45,62.01,108.4,77.39,46.39,52.8,40.07,24.76,1
71.04,69.34,69.34,75.44,69.95,6.1,25.6,28.25,19.48,1
70.8,88.13,60.06,89.11,73.14,29.05,62.4,43.99,29.61,1
72.75,67.63,67.63,75.93,70.79,8.3,43.2,31.52,18.24,1
61.04,83.5,50.29,91.06,76.97,40.77,52.8,31.04,19.94,1
72.51,66.16,66.16,77.39,71.67,11.23,41.6,36.11,21.45,1
84.23,80.81,80.81,87.16,83.26,6.35,22.4,19.27,8.51,1
38.57,70.31,38.57,75.44,65.18,36.87,41.6,23.31,17.31,1
71.53,100.1,69.34,104.98,75.95,35.64,59.2,44.14,30.34,1
70.31,65.43,65.43,75.44,70.59,10.01,28.8,31.92,18.82,1
58.84,88.62,54.93,95.21,84.19,40.28,35.2,25.65,13.65,1
70.8,66.16,66.16,74.95,70.63,8.79,38.4,29.07,14.57,1
59.81,93.51,57.37,106.93,83.85,49.56,24,30.17,21.49,1
67.63,97.17,60.55,108.4,78.1,47.85,57.6,32.29,19.21,1
60.3,60.55,57.86,72.02,64.83,14.16,84.8,23.52,13.49,1
81.54,84.23,81.54,92.04,85.52,10.5,36.8,30.4,17.21,1
70.31,60.55,61.52,78.37,71.36,16.85,35.2,36.67,23.17,1
87.4,86.43,86.43,107.67,92.14,21.24,16,34.1,25.99,1
67.38,93.75,59.81,105.96,81.74,46.14,46.4,33.34,23.83,1
68.12,60.06,60.06,70.31,65.92,10.25,24,18.52,7.96,1
84.23,88.87,84.23,105.71,89.62,21.48,19.2,29.48,19.89,1
70.56,66.16,66.16,76.17,71.91,10.01,30.4,29.99,16.23,1
81.79,85.69,81.79,93.75,86.52,11.96,20.8,26.34,15.96,1
61.04,51.27,50.78,63.23,57.22,12.45,43.2,8.91,-5.21,1
71.53,52.25,51.76,85.69,57.81,33.94,43.2,7.07,-5.99,0
89.84,87.16,83.5,95.21,87.7,11.72,57.6,23.99,11.68,1
93.51,92.04,92.04,100.34,94.22,8.3,16,17.76,8.12,1
50.05,64.21,36.13,86.18,70.71,50.05,33.6,17.67,-2.4,0
89.84,84.96,83.5,93.51,86.3,10.01,28.8,15.03,2.79,1
68.12,66.89,67.63,70.56,64,2.93,20.8,13.29,4.39,1
87.4,84.96,85.21,91.55,83.36,6.35,16,17.83,8.31,1
52.25,53.22,49.56,83.25,63.06,33.69,27.2,9.58,-3.63,0
66.65,66.16,66.16,69.09,67.02,2.93,16,10.33,1.38,1
87.65,83.25,83.25,89.36,85.36,6.1,22.4,16.77,5.9,1
73,66.89,67.63,76.66,71.28,9.03,33.6,23.96,9.75,1
86.18,87.4,85.69,90.82,86.94,5.13,16,8.28,-0.05,1
68.12,59.81,59.81,72.02,67.48,12.21,22.4,17,6.46,1
88.13,87.16,87.16,92.77,85.41,5.62,28.8,14.37,3.21,1
70.07,66.41,66.41,72.02,69.1,5.62,19.2,14.11,3.83,1
91.55,89.84,91.06,99.85,87.07,8.79,16,13.95,4.02,1
69.34,61.52,66.41,72.75,66.51,6.35,27.2,16.73,4.76,1
91.06,89.6,89.84,94.48,90.65,4.64,17.6,9.93,0.95,1
71.53,70.56,70.8,72.51,62.19,1.71,16,-0.13,-8.44,1
83.25,85.45,83.25,90.58,83.73,7.32,19.2,16.98,7.66,1
71.53,71.04,71.04,74.71,72.3,3.66,24,10.17,-1.66,1
81.79,82.76,81.79,86.18,83.28,4.39,14.4,10.91,3.95,1
73.73,69.34,69.34,76.42,72.87,7.08,27.2,15.9,5.12,1
72.27,68.85,69.34,76.17,72.34,6.84,38.4,22.02,8.75,1
81.79,83.25,81.79,85.94,83.51,4.15,16,9.8,2.97,1
73.49,72.02,72.02,77.39,74.58,5.37,25.6,8.34,-3.05,1
83.5,86.43,83.5,88.38,78.01,4.88,14.4,7.76,-2.43,1
75.2,71.78,72.27,81.05,75.13,8.79,32,16.5,4.27,1
85.45,83.98,84.23,87.65,82.02,3.42,22.4,9.9,-2.54,1
72.75,69.34,70.07,75.2,70.92,5.13,28.8,10.59,-1.73,1
88.38,85.21,85.69,89.84,86.71,4.15,14.4,3.4,-7.72,1
70.07,68.36,68.36,72.27,69.98,3.91,16,6.13,-3.64,1
89.11,95.95,89.11,103.76,87.57,14.65,16,11.57,3.21,1
87.89,96.44,87.89,102.29,90.81,14.4,22.4,12.99,4.85,1
73,70.07,70.31,74.95,66.3,4.64,25.6,2.37,-6.93,1
69.34,98.39,68.85,98.39,63.92,29.54,32,9.55,-1.5,1
69.58,68.85,69.34,73,67.95,3.66,20.8,9.86,-1.61,1
72.75,68.12,68.36,75.68,70.77,7.32,25.6,12.38,0.24,1
70.31,86.67,70.31,88.38,71.61,18.07,46.4,16.96,3.84,1
71.29,68.12,68.6,77.39,72.6,8.79,40,18.23,5.69,1
71.78,66.89,67.63,73.49,68.73,5.86,22.4,15,2.48,1
73.97,71.04,71.78,75.93,69.26,4.15,19.2,5.41,-5.07,1
87.16,85.69,86.43,88.87,69.24,2.44,11.2,-1.13,-8.21,1
73.24,67.87,70.07,77.15,72.61,7.08,38.4,17.1,3.72,1
83.25,94.48,83.25,96.92,85.47,13.67,24,11.2,-1.48,1
72.27,71.04,71.04,73.49,71.81,2.44,16,3.22,-5.83,1
44.68,98.39,44.68,109.38,82.56,64.7,25.6,12.04,3.81,1
92.29,67.87,37.35,106.2,57.17,68.85,108.8,18.6,9.97,0
83.01,84.23,83.01,87.65,84.7,4.64,14.4,10.52,2.38,1
70.56,68.85,69.34,73,68.21,3.66,19.2,13.92,2.87,1
68.85,66.16,66.16,72.02,68.75,5.86,46.4,16.75,4.4,1
48.58,44.92,44.92,65.67,54.47,20.75,36.8,9.89,-9.12,0
69.09,66.89,66.89,71.78,68.79,4.88,24,14.59,2.51,1
45.41,37.84,39.79,59.81,47.76,20.02,73.6,6.66,-9.59,0
71.29,69.09,69.34,74.46,71.59,5.13,28.8,14.21,1.47,1
68.85,66.89,67.14,72.02,67.89,4.88,30.4,15.35,1.43,1
71.04,70.07,34.67,75.68,70.1,41.02,27.2,23.04,9.91,1
69.58,66.41,66.41,74.71,71.24,8.3,38.4,19.23,5.16,1
92.04,90.09,91.06,104.25,89.26,13.18,16,18.93,9.08,1
70.31,66.16,66.16,75.44,71.33,9.28,33.6,25.34,11.68,1
73.97,69.34,70.07,80.08,74.67,10.01,35.2,28.61,14.45,1
98.63,94.73,94.73,105.71,100.31,10.99,33.6,21.91,8.42,1
38.09,85.69,37.6,93.02,66.52,55.42,67.2,20.86,6.36,1
83.74,84.47,83.74,88.13,85,4.39,12.8,7.52,0.45,1
72.27,82.76,67.63,90.09,74.61,22.46,64,26.94,12.71,1
42.24,60.55,35.4,74.95,69.32,39.55,46.4,27.25,10.11,1
62.26,51.51,41.5,73.49,62.37,31.98,52.8,43.96,28.1,1
87.4,83.5,83.74,90.09,84.29,6.35,30.4,15.33,4.41,1
63.72,61.04,61.04,68.85,65.11,7.81,32,15.16,2.72,1
98.39,97.9,95.21,106.45,100.1,11.23,22.4,21.3,10.7,1
68.85,66.16,66.89,72.51,68.03,5.62,28.8,23.1,11.38,1
40.77,66.89,40.77,79.1,70.84,38.33,41.6,29.15,15.44,1
72.75,66.16,66.65,74.95,69.97,8.3,36.8,24.03,10.9,1
71.04,65.67,65.67,73.49,70.01,7.81,33.6,21.71,9,1
38.09,83.5,38.09,101.07,73.39,62.99,54.4,33.5,19.84,1
42.24,38.09,38.82,67.63,49.28,28.81,36.8,17.39,1.95,0
72.75,81.54,67.63,97.41,75.04,29.79,48,30.97,16.9,1
72.51,84.47,68.85,108.4,79.04,39.55,48,31.45,19.55,1
70.07,90.09,66.16,104.49,83.1,38.33,51.2,39.82,26.48,1
40.77,41.5,40.77,73.97,55.77,33.2,35.2,18.09,1.01,0
38.57,59.08,38.57,74.71,35.66,36.13,60.8,4.02,-11.16,0
68.85,92.04,66.89,104.74,84.35,37.84,40,30.83,17.62,1
66.89,91.31,60.3,106.2,84.09,45.9,38.4,29.73,18.4,1
68.6,100.83,61.52,104.49,77.55,42.97,43.2,27.3,14.67,1
100.1,86.18,86.18,105.71,96.55,19.53,33.6,28.21,14.34,1
40.04,71.53,40.04,87.4,63.14,47.36,97.6,16.4,-4.9,0
99.85,88.87,88.87,106.45,96.71,17.58,44.8,23.08,9.8,1
66.16,90.09,62.26,106.93,84.69,44.68,32,15.35,6.88,1
53.22,44.19,36.62,81.54,63.06,44.92,22.4,10.57,-9.33,0
70.07,98.39,67.14,106.69,86.17,39.55,41.6,19.92,9.45,1
100.34,88.13,95.95,105.47,95.82,9.52,28.8,14.78,3.49,1
100.83,88.87,89.36,107.91,96.72,18.55,30.4,21.04,8.45,1
93.99,91.8,91.8,101.07,93.73,9.28,19.2,10.34,-0.54,1
98.14,96.19,93.26,106.2,96.08,12.94,32,14.86,1.02,1
63.23,100.59,62.01,105.47,58.63,43.46,11.2,2.45,-4.67,1
99.12,98.39,98.39,106.2,99.26,7.81,16,5.89,-5.11,1
96.68,91.06,91.31,102.29,87.36,10.99,52.8,7.23,-3.7,1
67.63,98.39,67.63,109.62,50.66,41.99,17.6,8.44,0.37,1
83.98,83.5,83.98,86.18,75.9,2.2,12.8,0.51,-10.29,1
103.27,96.44,96.44,104.49,101.76,8.06,28.8,22.78,9.96,1
96.44,93.51,93.51,104.98,98.49,11.47,27.2,22.51,9.51,1
102.78,98.88,100.34,108.15,100.9,7.81,17.6,8.01,-1.39,1
67.63,101.07,67.63,106.2,67.71,38.57,35.2,18.48,5.44,1
102.29,90.58,91.31,109.62,97.21,18.31,25.6,17.82,4.89,1
69.58,87.16,67.87,105.71,76.3,37.84,40,17.1,2.62,1
70.31,67.63,67.63,72.51,70.15,4.88,24,13.56,0.6,1
67.14,98.39,67.14,104.74,89.31,37.6,27.2,24.72,13.9,1
70.07,68.85,69.34,74.22,69.81,4.88,30.4,17.29,5.09,1
70.56,67.38,67.38,74.22,69.88,6.84,24,25.03,12.5,1
66.16,86.91,66.16,105.22,82.11,39.06,35.2,19.26,7.05,1
70.56,82.28,65.67,85.94,70.86,20.26,46.4,25.24,11.77,1
70.56,81.3,62.5,107.67,75.53,45.17,49.6,28.77,14.41,1
70.8,94.48,66.16,106.2,75.54,40.04,44.8,24.75,9.83,1
84.72,84.23,84.72,86.43,63.54,1.71,11.2,-1.97,-9.96,1
63.48,96.44,63.48,105.22,89.35,41.75,36.8,19.54,6.26,1
104.25,94.73,94.73,104.49,100.93,9.77,33.6,26.47,14.39,1
98.39,88.62,89.84,104.49,95.99,14.65,28.8,21.07,8.57,1
71.04,101.07,69.34,105.96,76.09,36.62,38.4,20.17,5.86,1
107.18,98.39,98.39,104.49,102.78,6.1,35.2,18.01,4.26,1
72.27,98.39,67.87,108.15,72.95,40.28,41.6,20.84,7.04,1
98.63,94.97,94.97,108.64,100.61,13.67,25.6,17.65,4.17,1
103.76,101.32,101.07,104.98,103.61,3.91,46.4,22.58,7.92,1
69.34,67.63,68.12,72.02,66.87,3.91,32,10.86,-0.21,1
69.58,66.65,66.65,72.51,69.63,5.86,20.8,10.19,-2.37,1
69.34,99.12,66.89,104.49,75.37,37.6,36.8,13.68,-0.78,1
104.25,100.34,100.34,104.49,103,4.15,33.6,10.24,-0.5,1
70.56,67.38,67.38,76.9,72.78,9.52,35.2,13.25,-1.99,1
93.02,82.76,82.76,93.75,86.34,10.99,27.2,8.96,-4.68,1
103.27,101.32,102.05,105.96,102.83,3.91,16,7.46,-1.67,1
66.16,65.43,66.16,69.58,64.86,3.42,20.8,15.25,4.17,1
66.65,84.23,66.65,95.7,79.43,29.05,41.6,14.28,2.1,1
65.19,84.23,64.45,94.97,76.45,30.52,35.2,12.72,2.85,1
70.07,66.89,67.14,75.2,70.84,8.06,41.6,19.05,4.12,1
72.02,68.12,68.36,74.22,69.97,5.86,60.8,10.36,-5.74,1
69.58,66.89,67.63,75.2,70.8,7.57,46.4,24.99,10.68,1
89.6,83.5,84.23,93.75,83.94,9.52,19.2,14.19,2.22,1
68.85,62.01,62.5,76.66,71.31,14.16,44.8,29.66,13.38,1
72.75,68.85,69.09,79.59,74.48,10.5,48,28.46,14.99,1
62.74,88.38,62.74,106.69,84.76,43.95,28.8,20.2,9.41,1
72.27,68.6,69.09,81.3,75.36,12.21,48,33.97,19.6,1
70.07,65.43,65.92,76.9,71.95,10.99,48,22.09,8.87,1
41.75,70.8,35.64,79.59,68.66,43.95,32,28.74,12.66,1
68.85,66.16,66.89,78.86,72.7,11.96,51.2,25.41,10.41,1
67.38,61.52,61.52,73.49,67.63,11.96,33.6,35.61,23.9,1
64.45,62.26,63.23,69.34,65.07,6.1,38.4,14.96,1.92,1
65.19,58.35,59.57,69.34,63.9,9.77,32,19.7,7.02,1
61.04,61.04,61.04,63.72,62.07,2.69,19.2,1.59,-9.89,1
65.92,49.56,49.56,71.04,63.93,21.48,54.4,27.69,13.18,1
62.74,61.04,62.26,64.94,57.31,2.69,19.2,1.84,-10.39,1
62.01,60.55,61.52,64.21,57.9,2.69,19.2,5.94,-5,1
103.52,96.44,96.44,104.49,100.63,8.06,20.8,20.96,10.12,1
71.04,96.19,68.36,105.47,78.67,37.11,46.4,18.22,4.94,1
64.21,96.44,64.21,105.96,97.8,41.75,28.8,15.48,3.48,1
69.34,87.16,66.65,105.22,75.93,38.57,41.6,17.31,4.51,1
61.28,89.84,61.04,108.15,89.42,47.12,27.2,13.98,1.79,1
67.63,98.39,66.89,105.22,76.24,38.33,36.8,17.78,2.53,1
68.85,96.44,65.67,106.2,69.83,40.53,41.6,18.48,4.59,1
37.6,95.21,37.6,104.49,75.6,66.89,49.6,20.25,5.28,1
38.09,85.69,38.09,105.47,79.83,67.38,56,25.02,11.21,1
66.89,84.96,66.16,105.22,77.02,39.06,51.2,21.52,9.97,1
66.16,98.39,64.94,105.22,76.3,40.28,52.8,19.95,5.19,1
69.34,89.84,66.16,104.49,78.16,38.33,52.8,25.13,11.21,1
67.38,84.23,64.94,104.49,79.27,39.55,54.4,27.69,13.26,1
36.62,95.7,36.62,95.7,65.46,59.08,35.2,19.87,8.3,1
60.79,88.87,60.79,105.71,93.78,44.92,30.4,29.34,16.82,1
39.55,92.53,39.55,108.15,73.1,68.6,57.6,28.92,13.89,1
69.34,84.23,66.89,104.74,78.99,37.84,62.4,32.11,15.95,1
71.04,66.89,67.63,78.61,72.83,10.99,38.4,29.78,14.62,1
58.84,86.18,58.84,105.22,94.5,46.39,28.8,30.36,17.15,1
67.63,89.84,60.3,107.42,76.99,47.12,52.8,26.22,12.17,1
40.28,42.24,40.28,109.38,67.09,69.09,80,20.34,9.99,1
71.04,68.12,68.85,74.95,70.94,6.1,78.4,26.91,10.12,1
88.13,86.67,86.43,93.75,85.26,7.32,22.4,17.78,10.18,1
73,61.52,62.5,79.35,72.16,16.85,52.8,35.11,19.33,1
42.24,69.34,40.53,82.52,73.91,41.99,48,34.97,20.12,1
100.83,88.87,88.87,106.69,98.07,17.82,22.4,30.92,20.08,1
74.71,72.75,70.56,79.35,72.92,8.79,24,21.77,12.08,1
69.58,66.89,66.89,76.42,71.86,9.52,51.2,35.85,19.64,1
74.95,68.12,68.85,78.37,72.86,9.52,22.4,27.49,17.09,1
70.07,93.51,62.5,100.59,72.8,38.09,48,37.73,22.76,1
71.04,68.36,68.85,76.42,72.41,7.57,24,23.39,13.93,1
70.31,91.06,61.04,108.64,73.63,47.61,52.8,33.82,17.48,1
39.55,66.89,39.55,73.49,68.34,33.94,33.6,26.51,13.61,1
67.63,91.06,64.94,104.49,76.74,39.55,57.6,33.58,17.29,1
52,69.09,42.48,87.89,67.63,45.41,59.2,9.45,-8.99,0
37.84,60.55,37.84,75.2,68.94,37.35,43.2,27.02,13.93,1
39.55,69.58,39.55,82.76,68.77,43.21,73.6,28.22,16.68,1
68.12,91.06,62.74,105.96,71.75,43.21,46.4,19.64,4.84,1
70.07,65.43,65.43,78.37,72.43,12.94,46.4,27.32,12.67,1
70.56,59.57,60.06,79.83,71.81,19.78,41.6,24.25,11.65,1
72.27,66.89,67.14,76.9,72.15,9.77,40,18.48,4.82,1
97.66,88.87,88.87,105.71,96.96,16.85,28.8,24.08,10.73,1
72.02,66.89,67.63,75.44,70.73,7.81,35.2,19.37,4.82,1
93.75,86.43,86.67,98.14,87.72,11.47,25.6,14.34,2.01,1
70.56,66.16,66.65,73,68.27,6.35,32,14.12,0.45,1
90.33,85.69,86.43,93.02,83.22,6.59,32,9,-2.44,1
74.46,67.14,67.14,77.39,73.62,10.25,38.4,15.59,2.31,1
72.27,68.36,70.8,76.9,70.9,6.1,41.6,15.81,3.81,1
58.11,72.51,42.48,84.96,66.11,42.48,24,12.02,-7.57,0
73.49,68.12,68.36,79.35,73.44,10.99,46.4,18.46,5.77,1
74.71,70.07,70.31,76.66,65.23,6.35,30.4,3.96,-6.75,1
75.68,75.44,75.68,77.15,60.79,1.46,25.6,-2.07,-9.57,1
71.78,90.58,67.87,104.49,81.82,36.62,48,14.37,2.79,1
71.04,65.92,65.92,75.2,71.39,9.28,41.6,18.87,5.98,1
84.72,82.76,83.01,87.4,80.05,4.39,16,10.65,1.49,1
70.56,70.07,70.56,77.15,72.2,6.59,36.8,16.57,1.81,1
66.41,86.43,65.67,106.69,81.6,41.02,36.8,16.29,5.5,1
70.8,68.12,68.12,75.2,71.84,7.08,43.2,15.18,0.41,1
85.21,85.69,85.21,88.38,86.03,3.17,12.8,2.27,-6.64,1
68.36,68.36,68.36,74.46,71.32,6.1,38.4,12.18,-1.66,1
70.31,70.07,70.31,73.97,68.87,3.66,19.2,12.07,0.54,1
65.67,65.43,65.67,71.29,67.39,5.62,35.2,9.8,-5.27,1
74.22,73.73,73.97,78.61,75.54,4.64,25.6,16.88,6.64,1
72.02,69.82,69.82,77.64,73.55,7.81,36.8,17.7,4.64,1
75.2,74.46,74.46,79.83,76.28,5.37,27.2,21.2,9.94,1
72.02,96.44,68.85,104.49,75.68,35.64,41.6,22.82,7.8,1
73.24,68.36,68.85,79.35,73.9,10.5,36.8,26.42,12.63,1
68.85,96.92,68.85,104.49,76.37,35.64,40,20.44,5.81,1
74.46,60.55,69.09,80.08,74.41,10.99,52.8,23.99,10.33,1
73,72.27,43.46,77.88,71.14,34.42,38.4,16.98,3.48,1
74.71,97.66,73.49,107.18,85.69,33.69,38.4,16.84,5.38,1
73.24,70.56,70.8,77.15,72.01,6.35,24,11.69,-0.57,1
73,70.56,70.8,74.95,69.53,4.15,19.2,9.13,-2.21,1
69.58,98.14,67.63,107.67,75.96,40.04,32,9.14,0.78,1
73,97.9,72.51,104.49,93.62,31.98,33.6,21.58,10.14,1
74.95,45.9,45.9,77.64,70.06,31.74,20.8,10.2,-1.73,1
70.56,97.66,69.09,106.2,74.45,37.11,32,8.02,-2.03,1
72.75,98.39,70.8,104.49,78.52,33.69,38.4,13.38,2.22,1
70.31,98.39,67.38,101.56,67.95,34.18,38.4,8.96,-4.19,1
70.8,97.9,69.34,104.49,86.03,35.16,41.6,15.85,5.79,1
75.68,98.63,68.12,104.49,77.56,36.38,46.4,19.24,8.58,1
75.93,70.56,71.78,79.1,74.51,7.32,28.8,15.86,3.34,1
74.95,98.14,69.82,108.64,78.79,38.82,43.2,18.09,2.83,1
75.2,97.41,69.82,104.49,84.78,34.67,54.4,22.74,10,1
73.73,97.41,67.38,104.49,83.06,37.11,43.2,17.85,5.48,1
75.93,102.29,72.27,104.49,81.94,32.23,35.2,15.04,6.31,1
76.66,98.39,75.68,104.49,91.45,28.81,41.6,23.8,10.74,1
68.85,95.95,59.57,105.22,71.15,45.65,43.2,24.02,11.08,1
71.04,84.47,66.16,104.49,76.95,38.33,54.4,26.5,12.29,1
68.36,98.39,66.41,104.49,77.16,38.09,40,20.59,6.11,1
67.63,95.46,64.45,105.22,78.96,40.77,44.8,20.86,5.92,1
104.98,98.39,98.39,104.74,102.5,6.35,30.4,17.95,7.01,1
104.98,98.63,101.07,104.49,98.11,3.42,32,16.2,5.2,1
106.45,102.05,103.03,104.74,103.93,1.71,41.6,16.01,2.55,1
67.14,65.67,66.16,70.07,64.55,3.91,41.6,13.01,2.61,1
106.2,98.39,95.46,104.49,101.36,9.03,32,33.16,19.36,1
86.43,83.01,83.01,88.62,85.17,5.62,19.2,10.28,0.56,1
79.83,78.61,78.61,80.81,79.31,2.2,14.4,1.42,-6.12,1
66.65,66.16,66.16,69.09,67.02,2.93,16,8.1,-0.48,1
64.21,84.47,64.21,104.49,79.51,40.28,54.4,28.18,18.76,1
67.38,64.45,64.45,70.56,67.5,6.1,27.2,8.06,-3.34,1
62.5,90.33,61.77,105.71,93.13,43.95,20.8,33.08,23.68,1
60.55,56.88,57.86,65.19,60.36,7.32,44.8,12.11,-2.63,1
64.94,63.72,63.96,67.87,65.45,3.91,28.8,9.74,-3.04,1
63.96,62.5,62.99,67.14,62.98,4.15,28.8,12.36,-0.37,1
106.93,84.72,84.72,90.09,78.52,5.37,24,14.32,5.4,1
66.16,65.19,65.19,68.6,66.45,3.42,22.4,6.22,-5.58,1
62.74,97.66,62.01,104.49,74.15,42.48,28.8,24.92,16.8,1
59.33,101.07,59.08,104.49,98.7,45.41,20.8,26.71,16.13,1
105.22,101.07,101.07,105.22,103.8,4.15,27.2,13.78,4.68,1
108.64,84.96,84.96,106.45,92.68,21.48,30.4,19.59,8.42,1
107.67,102.78,107.67,107.67,71.78,0,16,5.08,-6.04,1
63.96,102.78,62.5,109.13,63.32,46.63,46.4,10.93,-2.58,1
63.48,109.38,60.3,109.38,55.51,49.07,36.8,4.96,-4.42,1
63.72,60.79,61.52,65.19,63,3.66,48,3.56,-10.68,1
64.7,62.5,63.23,69.58,65.21,6.35,41.6,14.01,1.71,1
61.28,108.15,61.28,108.15,55.59,46.88,32,1.96,-7.81,1
63.48,64.21,63.48,66.65,64.79,3.17,17.6,3.26,-7.5,1
104.25,103.27,103.76,104.49,104.13,0.73,19.2,15.48,8.74,1
101.81,101.07,99.37,105.47,102.95,6.1,20.8,26.87,15.26,1
104.25,102.05,103.27,104.49,103.81,1.22,27.2,12.62,3.24,1
104.25,102.29,104,104.49,104.25,0.49,16,12.47,3.42,1
66.41,65.43,66.16,67.87,58.14,1.71,16,-1.93,-11.01,1
65.67,58.35,58.84,70.07,65.4,11.23,62.4,17.24,2.12,1
62.74,51.51,52.25,70.31,61.98,18.07,80,31.09,15.94,1
61.04,57.13,57.13,67.63,62.38,10.5,35.2,27.45,12.97,1
57.13,84.96,55.18,96.92,66.14,41.75,52.8,23.61,8.73,1
60.55,84.23,50.05,89.6,65.73,39.55,113.6,40.13,25.18,1
60.3,48.58,49.8,68.12,61.51,18.31,60.8,32.85,17.46,1
84.47,83.5,83.98,85.94,72.2,1.95,14.4,0.41,-9.07,1
57.86,54.93,54.93,64.45,60.61,9.52,38.4,22.34,7.22,1
61.52,83.25,55.91,90.09,67.02,34.18,68.8,33.25,20.36,1
60.55,52.98,53.96,67.14,61.76,13.18,54.4,26.35,11.87,1
58.35,55.66,55.66,65.43,60.37,9.77,20.8,21.56,11.53,1
56.88,54.44,55.91,67.38,61.35,11.47,52.8,30.59,15.76,1
59.08,55.42,55.42,66.41,61.67,10.99,25.6,26.26,13.62,1
56.4,56.4,56.4,67.63,61.81,11.23,51.2,30.67,15.5,1
61.04,56.4,56.4,65.92,61.7,9.52,20.8,22.1,11.01,1
58.35,51.27,51.27,75.68,66.02,24.41,54.4,27.78,13.43,1
61.04,59.57,60.06,64.21,59.43,4.15,25.6,13.91,2.99,1
52.49,51.27,51.76,57.37,53.24,5.62,22.4,10.71,-1.32,1
60.55,60.55,60.55,65.19,61.88,4.64,20.8,15.52,6.4,1
57.37,54.2,54.44,66.89,61.25,12.45,41.6,25,11.92,1
59.33,59.08,59.33,65.43,61.61,6.1,51.2,23.66,7.55,1
60.06,59.81,60.06,64.21,59.32,4.15,22.4,16.5,4.99,1
60.3,59.81,60.3,76.17,67.45,15.87,43.2,27.21,12.74,1
59.81,59.81,59.81,63.96,56.75,4.15,16,9.53,-0.04,1
57.37,53.71,53.71,70.07,62.88,16.36,59.2,29.23,16.42,1
62.01,52.25,52.25,65.67,60.84,13.43,38.4,20.23,5.44,1
65.43,63.96,64.94,68.85,62.92,3.91,19.2,14.08,3.97,1
63.23,57.13,58.35,72.02,66.24,13.67,49.6,24.71,11.01,1
64.7,63.23,63.96,70.07,65.45,6.1,32,22.86,9.05,1
58.59,56.4,56.4,64.45,60.8,8.06,36.8,19.62,5.39,1
60.3,86.43,52.49,92.29,65.78,39.79,60.8,29.82,12.13,1
58.35,52.73,54.2,66.89,60.48,12.7,30.4,29.79,16.48,1
54.2,50.54,52,66.16,58.82,14.16,51.2,31.89,17.31,1
62.74,52.73,54.2,69.82,64.12,15.63,32,28.95,15.81,1
